	Performer	Artist_Popularity_x	Performer2	uri_x	Genre	Explicit	Artist_Popularity_y	Song	Duration s	uri_y	url	WeekID	Week Position	SongID	Instance	Previous Week Position	Peak Position	Weeks on Chart	Year
9756	Porter Wagoner	44.0	Porter Wagoner	spotify:artist:4PcLkq6IefIYiRWLXOfwKA	country gospel	False	36.0	The Carroll County Accident	169.2	spotify:track:5b3Bvd2m81gEQRWrShNkx2	http://www.billboard.com/charts/hot-100/1969-01-25	1969-01-25	93	The Carroll County AccidentPorter Wagoner	1		93	1	1969
9757	Qkumba Zoo	14.0	Qkumba Zoo	spotify:artist:6XzQc5fLTjuCchmMFFh16u		False	28.0	The Child (Inside)	241.506	spotify:track:41NMHDlXO1qeo8YYxcQDHU	http://www.billboard.com/charts/hot-100/1996-10-12	1996-10-12	94	The Child (Inside)Qkumba Zoo	1		94	1	1996
9758	Lauren Daigle	71.0	Lauren Daigle	spotify:artist:40LHVA5BTQp9RxHOQ9JPYj	ccm	False	76.0	You Say	274.693	spotify:track:6Up545NUflOiXo8cEraH49	https://www.billboard.com/charts/hot-100/2018-07-28	2018-07-28	53	You SayLauren Daigle	1		53	1	2018
9759	The Spacemen	3.0	The Spacemen	spotify:artist:15Tl9brNXOCAOS4VMghnfk		False	0.0	The Clouds	164.571	spotify:track:5B2Caa36wW8y0gSDVKJT7W	http://www.billboard.com/charts/hot-100/1959-10-17	1959-10-17	98	The CloudsThe Spacemen	1		98	1	1959
9760	Jane Morgan	32.0	Jane Morgan	spotify:artist:4CVHH6NpR8WwHLYjgI4t7A	adult standards	False	21.0	With Open Arms	139.68	spotify:track:7LUA6ftkcoiyDqbqLNStPf	http://www.billboard.com/charts/hot-100/1959-07-25	1959-07-25	97	With Open ArmsJane Morgan	1		97	1	1959
9762	Tommy Hunt	11.0	Tommy Hunt	spotify:artist:3w6zNa4W2GRH27JNb3xK1X	northern soul	False	7.0	Human	155.32	spotify:track:3EtuAng80FMft38axRmY15	http://www.billboard.com/charts/hot-100/1961-09-02	1961-09-02	97	HumanTommy Hunt	1		97	1	1961
9765	Jackie Lee	30.0	Jackie Lee	spotify:artist:25MYbTsDB9aQ70l6VqNKOR		False	1.0	Happy Vacation	147.119	spotify:track:46oHR0WMUpKQWEe4gyvVSn	http://www.billboard.com/charts/hot-100/1959-06-27	1959-06-27	99	Happy VacationJackie Lee	1		99	1	1959
9767	The Islanders	18.0	The Islanders	spotify:artist:13S9FAokOhD3RZeAz6ti4i		False	11.0	The Enchanted Sea	124.081	spotify:track:3OFd6Akwic9VrIqiHHe6OO	http://www.billboard.com/charts/hot-100/1959-09-26	1959-09-26	97	The Enchanted SeaThe Islanders	1		97	1	1959
9768	The Banana Splits	18.0	The Banana Splits	spotify:artist:1IFqL5UiEPVc2CCzgsKTtA	bubblegum pop	False	29.0	The Tra La La Song (One Banana, Two Banana)	87.133	spotify:track:2j9w5xu69ioTxUZFvqvuGs	http://www.billboard.com/charts/hot-100/1969-02-08	1969-02-08	96	The Tra La La Song (One Banana, Two Banana)The Banana Splits	1		96	1	1969
9769	Fat Boys	34.0	Fat Boys	spotify:artist:3537Phr9t8GWkY2GtxDpnt	east coast hip hop	False	42.0	The Twist	248.24	spotify:track:5Klgx19dxRpzMlNusBv2r0	http://www.billboard.com/charts/hot-100/1988-06-18	1988-06-18	79	The TwistFat Boys	1		79	1	1988
9770	The Call	63.0	The Calling	spotify:artist:5aMmmNxw4vgpc5XC6hK0zp	neo mellow	False	41.0	Let The Day Begin	231.666	spotify:track:7mBTxMVwCB9fs4giIDt6kz	http://www.billboard.com/charts/hot-100/1989-07-22	1989-07-22	91	Let The Day BeginThe Call	1		91	1	1989
9771	Ferlin Husky	44.0	Ferlin Husky	spotify:artist:0szj7Sxtyluyjc2Arj0njB	nashville sound	False	49.0	Wings Of A Dove	139.64	spotify:track:7HnhPu7mOMIpouuosKBdg6	http://www.billboard.com/charts/hot-100/1960-11-26	1960-11-26	79	Wings Of A DoveFerlin Husky	1		79	1	1960
9772	The Vibrations	15.0	Vibrations 4 The Soul	spotify:artist:3MUgcpItuppsmCUvKA3K8r		False	17.0	The Watusi	161.506	spotify:track:6YWorcBh3p0ccU2jLwARMO	http://www.billboard.com/charts/hot-100/1961-02-18	1961-02-18	80	The WatusiThe Vibrations	1		80	1	1961
9774	Tag	44.0	Tag Team	spotify:artist:3NfJ6VPVz0lf3jWy5F1N7g	atlanta bass	False	1.0	The Way I Feel	249.066	spotify:track:5d1dglMOQpQQoYjuq4DHoB	http://www.billboard.com/charts/hot-100/1992-07-04	1992-07-04	96	The Way I FeelTag	1		96	1	1992
9775	Julie Rogers	32.0	Julie Rogers	spotify:artist:0TvxYJwhD6rqKvdMxgtVsO	merseybeat	False	33.0	The Wedding	222.4	spotify:track:1tuivE7XrJtvLu7qkMl6Zx	http://www.billboard.com/charts/hot-100/1964-11-21	1964-11-21	81	The WeddingJulie Rogers	1		81	1	1964
9776	The Fantastic Four	23.0	The Fantastic Four	spotify:artist:17kU4eEW33U7UfY8JIOsBi	classic soul	False	32.0	The Whole World Is A Stage	175.92	spotify:track:3nTQYbmBGXgeZfgDVAcjAm	http://www.billboard.com/charts/hot-100/1967-03-25	1967-03-25	99	The Whole World Is A StageThe Fantastic Four	1		99	1	1967
9777	Joey Scarbury	40.0	Joey Scarbury	spotify:artist:5V9pNqcN25JXuH88g7lq2o	soft rock	False	15.0	When She Dances	204.44	spotify:track:2sGlc4yHQBoCD9xeKV7nr0	http://www.billboard.com/charts/hot-100/1981-10-10	1981-10-10	80	When She DancesJoey Scarbury	1		80	1	1981
9778	Chris Andrews	38.0	Chris Andrews	spotify:artist:49czbwrhT97D0tODGwDyLs	british invasion	False	14.0	Yesterday Man	150.906	spotify:track:2VreadsZpksgUYCgEvW046	http://www.billboard.com/charts/hot-100/1966-01-01	1966-01-01	94	Yesterday ManChris Andrews	1		94	1	1966
9779	The Overlanders	9.0	The Overlanders	spotify:artist:0IZ3d0v1c9OaPfVfmkSknV	british invasion	False	2.0	Yesterday's Gone	132.04	spotify:track:2b5C2oyfGypmIvEIcoF3J9	http://www.billboard.com/charts/hot-100/1964-05-23	1964-05-23	98	Yesterday's GoneThe Overlanders	1		98	1	1964
9780	The Ivy Three	0.0	The Ivy Three	spotify:artist:6Uk6YP0Dt3lq1SIXF3l8Bh	novelty	False	4.0	Yogi	132.186	spotify:track:0VMbqYoFBmCr3DINNPBFFF	http://www.billboard.com/charts/hot-100/1960-08-06	1960-08-06	80	YogiThe Ivy Three	1		80	1	1960
9781	Figures On A Beach	16.0	Figures On A Beach	spotify:artist:6viLLEXE8t1R5wBFpCuDu2	synthpop	False	28.0	You Ain't Seen Nothing Yet	251.8	spotify:track:0sHfO6hxbggaoDRbnYCKBF	http://www.billboard.com/charts/hot-100/1989-04-08	1989-04-08	91	You Ain't Seen Nothing YetFigures On A Beach	1		91	1	1989
9782	Rockie Robbins	15.0	Rockie Robbins	spotify:artist:2FHuzNTPcnTjS3HAieBHSZ	minneapolis sound	False	23.0	You And Me	289.493	spotify:track:2KblTf7TogSATq3dOVfSkP	http://www.billboard.com/charts/hot-100/1980-07-19	1980-07-19	90	You And MeRockie Robbins	1		90	1	1980
9783	Limmie & Family Cookin'	25.0	Limmie & Family Cookin'	spotify:artist:0Kf6WxtCT2iZAnmNR8TD2w		False	38.0	You Can Do Magic	177.005	spotify:track:5VpWtIi1W5bZ1eEmncgJgw	http://www.billboard.com/charts/hot-100/1972-11-18	1972-11-18	100	You Can Do MagicLimmie & Family Cookin'	1		100	1	1972
9784	Aaron Lines	19.0	Aaron Lines	spotify:artist:3YmywXnB2RxQ9IvUzZqvo9	alberta country	False	30.0	You Can't Hide Beautiful	230.8	spotify:track:0RZcHTeLsymGyBd3hDarCm	http://www.billboard.com/charts/hot-100/2002-12-28	2002-12-28	68	You Can't Hide BeautifulAaron Lines	1		68	1	2002
9785	The Shields	12.0	The Shields	spotify:artist:45OBxXLz8nWOcdHZG6jpG3		False	28.0	You Cheated	146.733	spotify:track:2Hov4rAx6TJYl7tihS8WBl	http://www.billboard.com/charts/hot-100/1958-08-23	1958-08-23	94	You CheatedThe Shields	1		94	1	1958
9786	The Slades	23.0	The Slades	spotify:artist:0j0Z5OJJ0kKHcmy1zIujYA		False	38.0	You Cheated	151.466	spotify:track:50CLZLkm59v42gLU6eXDQC	http://www.billboard.com/charts/hot-100/1958-08-02	1958-08-02	42	You CheatedThe Slades	1		42	1	1958
9787	Silver Condor	11.0	Silver Condor	spotify:artist:29depPcBWPGMjwZeqJHbQi		False	6.0	You Could Take My Heart Away	170.599	spotify:track:2oMBNCnB3BGKZjfN8HqR5Z	http://www.billboard.com/charts/hot-100/1981-07-25	1981-07-25	78	You Could Take My Heart AwaySilver Condor	1		78	1	1981
9788	Scarlett & Black	20.0	Scarlett & Black	spotify:artist:5WedTUDKS8Ui8MnQEfyiPk		False	34.0	You Don't Know	222.4	spotify:track:7Fl0Mu6mWQkikl4aObURUO	http://www.billboard.com/charts/hot-100/1988-01-30	1988-01-30	69	You Don't KnowScarlett & Black	1		69	1	1988
9789	The Jones Girls	48.0	The Jones Girls	spotify:artist:7aHa6IZwZ13FoC5AXFkCSh	classic soul	False	43.0	You Gonna Make Me Love Somebody Else	270.786	spotify:track:7MRCd5tmZ2iURu4elcBsuH	http://www.billboard.com/charts/hot-100/1979-06-23	1979-06-23	87	You Gonna Make Me Love Somebody ElseThe Jones Girls	1		87	1	1979
9790	Perfect Stranger	24.0	Perfect Stranger	spotify:artist:5u9Gwvcam6HULB4DuEGLnf		False	36.0	You Have The Right To Remain Silent	210.866	spotify:track:7KgBgVGO5Ey46Z8r78eKAG	http://www.billboard.com/charts/hot-100/1995-08-05	1995-08-05	82	You Have The Right To Remain SilentPerfect Stranger	1		82	1	1995
9791	Bryce Vine	66.0	Bryce Vine	spotify:artist:1ShZZUjkbXCjhwrb18BA8I	electropop	True	63.0	Drew Barrymore	191.146	spotify:track:7nvIPwXKGhqtRhssxM99kJ	https://www.billboard.com/charts/hot-100/2018-08-25	2018-08-25	91	Drew BarrymoreBryce Vine	1		91	1	2018
9792	Calboy	59.0	Calboy	spotify:artist:0HkcYmcjrBR3SCw9Ld5VZk	chicago rap	True	70.0	Envy Me	120.133	spotify:track:7rvyVWja33WG9R97oeJAjx	https://www.billboard.com/charts/hot-100/2018-12-29	2018-12-29	91	Envy MeCalboy	1		91	1	2018
9793	Donnie Owens	2.0	Donnie Owens	spotify:artist:5a1p9HEb8mrwIwBgidOlCu		False	6.0	Need You	140.866	spotify:track:2mwQS2E6Kwm67fZZdEhg8X	http://www.billboard.com/charts/hot-100/1958-10-04	1958-10-04	92	Need YouDonnie Owens	1		92	1	1958
9794	Wade Flemons	7.0	Wade Flemons	spotify:artist:4dUwbgj6jgmsBTRxVuCLEP	deep northern soul	False	0.0	Easy Lovin'	140.733	spotify:track:4nvOMKH3EpGv64srvXI7lp	http://www.billboard.com/charts/hot-100/1960-04-23	1960-04-23	92	Easy Lovin'Wade Flemons	1		92	1	1960
9795	Don & Juan	25.0	Don & Juan	spotify:artist:7gArjmSS1gJuofpu4vHtCI	doo-wop	False	36.0	What's Your Name	135.428	spotify:track:4qKmW9c1Xif3F7rnE2gzHQ	http://www.billboard.com/charts/hot-100/1962-02-10	1962-02-10	72	What's Your NameDon & Juan	1		72	1	1962
9796	The Rooftop Singers	28.0	The Rooftop Singers	spotify:artist:6Gb08eT3LlkGynDscl9vbz	american folk revival	False	42.0	Walk Right In	157.266	spotify:track:4WhT2YADjcU58IUgroWZQZ	http://www.billboard.com/charts/hot-100/1963-01-05	1963-01-05	71	Walk Right InThe Rooftop Singers	1		71	1	1963
9799	Bud Shank	34.0	Bud Shank	spotify:artist:2UuKUaomk3bZ0nHM3Y3FdW	bebop	False	4.0	Michelle	145.461	spotify:track:5rdLwV3jCeV8fTQRCFJeip	http://www.billboard.com/charts/hot-100/1966-01-22	1966-01-22	92	MichelleBud Shank	1		92	1	1966
9800	Wes Montgomery	53.0	Wes Montgomery	spotify:artist:03YhcM6fxypfwckPCQV8pQ	hard bop	False	39.0	Windy	142.866	spotify:track:2dUCI2pj2CmMem7v8Ul8BO	http://www.billboard.com/charts/hot-100/1967-11-25	1967-11-25	85	WindyWes Montgomery	1		85	1	1967
9801	Barry Ryan	35.0	Barry Ryan	spotify:artist:5JJxBX97vBHW7KMsBqIJre	bubblegum pop	False	25.0	Eloise	345.173	spotify:track:1IUIKhU7RccNnUY0yuzFDb	http://www.billboard.com/charts/hot-100/1968-12-28	1968-12-28	92	EloiseBarry Ryan	1		92	1	1968
9802	Otis Leavill	4.0	Otis Leavill	spotify:artist:1iQiyb033XXZPEz1MfLy4L	chicago soul	False	3.0	I Love You	155.04	spotify:track:5FTEGiVTI0D4wburkn1FNR	http://www.billboard.com/charts/hot-100/1969-11-29	1969-11-29	92	I Love YouOtis Leavill	1		92	1	1969
9803	The Jaggerz	21.0	The Jaggerz	spotify:artist:05aFikcWbrmnDKsCHaH0Ce	bubblegum pop	False	34.0	The Rapper	162.693	spotify:track:0s1PceKn7sF0Pc8bsnDN1t	http://www.billboard.com/charts/hot-100/1970-01-31	1970-01-31	79	The RapperThe Jaggerz	1		79	1	1970
9804	Sugarloaf	40.0	Sugarloaf	spotify:artist:1T3RPiMH711kvoXymKUTYH	classic rock	False	55.0	Green-Eyed Lady	219.76	spotify:track:7s2orxqJ8qE0aG3Ngvct3C	http://www.billboard.com/charts/hot-100/1970-08-15	1970-08-15	92	Green-Eyed LadySugarloaf	1		92	1	1970
9805	Mouth & MacNeal	32.0	Mouth & MacNeal	spotify:artist:51RYnAHfrE4xnMomva5kFq	classic uk pop	False	45.0	How Do You Do?	244.133	spotify:track:4qgDCtaU8qTHK529Dt5AZ2	http://www.billboard.com/charts/hot-100/1972-04-29	1972-04-29	97	How Do You Do?Mouth & MacNeal	1		97	1	1972
9806	Niteflyte	23.0	Niteflyte	spotify:artist:4E6R7RltBr4S0RwCulB0T5	deep soft rock	False	38.0	If You Want It	270.933	spotify:track:1s16yZ0cyNAJJT1iUVMwam	http://www.billboard.com/charts/hot-100/1979-09-15	1979-09-15	92	If You Want ItNiteflyte	1		92	1	1979
9807	Nazareth	61.0	Nazareth	spotify:artist:6fvN9GmMCVKb5LY0WsnjFP	album rock	False	60.0	Love Hurts	233.133	spotify:track:1i5oEx2vFczQ2sCY3c6Kn5	http://www.billboard.com/charts/hot-100/1975-11-22	1975-11-22	95	Love HurtsNazareth	1		95	1	1975
9808	Mtume	45.0	Mtume	spotify:artist:5bHSSREflcAADAyCMlmxmh	disco	False	40.0	You, Me And He	267.226	spotify:track:4e4EjNZodRI8IR1CCO8D8M	http://www.billboard.com/charts/hot-100/1984-09-15	1984-09-15	89	You, Me And HeMtume	1		89	1	1984
9809	The Style Council	52.0	The Style Council	spotify:artist:3loflELg7MzgrOyNqERolN	art rock	False	53.0	My Ever Changing Moods	217.426	spotify:track:4vk81xgPsTv0auIZh0cvGK	http://www.billboard.com/charts/hot-100/1984-04-07	1984-04-07	92	My Ever Changing MoodsThe Style Council	1		92	1	1984
9811	Climie Fisher	49.0	Climie Fisher	spotify:artist:3bpvhFSIErguVNQUiutctF	new romantic	False	65.0	Love Changes (Everything)	268.186	spotify:track:1y748kOQshZECWk5MddfOv	http://www.billboard.com/charts/hot-100/1988-05-14	1988-05-14	92	Love Changes (Everything)Climie Fisher	1		92	1	1988
9812	The 4 Of Us	24.0	The 4 Of Us	spotify:artist:1Yr9lXq2m3KO4otqQKcllY	irish rock	False	18.0	Drag My Bad Name Down	170.093	spotify:track:31JeVCLde4U4IxhPYh3VlH	http://www.billboard.com/charts/hot-100/1990-04-21	1990-04-21	92	Drag My Bad Name DownThe 4 Of Us	1		92	1	1990
9813	The Movement	54.0	The Movement	spotify:artist:1qwdTaVUdjYJLLoxtFmsqr	east coast reggae	False	27.0	Jump!	235.36	spotify:track:0tWafhSMBKXG1xcz6OPDNx	http://www.billboard.com/charts/hot-100/1992-08-08	1992-08-08	92	Jump!The Movement	1		92	1	1992
9814	Jamie Foxx	70.0	Jamie Foxx	spotify:artist:7LnaAXbDVIL75IVPnndf7w	hip hop	False	32.0	Infatuation	314.826	spotify:track:7l3mIRel3bbB45dky8af7X	http://www.billboard.com/charts/hot-100/1994-07-30	1994-07-30	92	InfatuationJamie Foxx	1		92	1	1994
9815	Mazzy Star	67.0	Mazzy Star	spotify:artist:37w38cCSGgKLdayTRjna4W	alternative rock	False	80.0	Fade Into You	295.6	spotify:track:1LzNfuep1bnAUR9skqdHCK	http://www.billboard.com/charts/hot-100/1994-09-03	1994-09-03	92	Fade Into YouMazzy Star	1		92	1	1994
9816	Andru Donalds	40.0	Andru Donalds	spotify:artist:4wuHLh6AEK7selBuj38cRz	reggae fusion	False	46.0	Mishale	241.466	spotify:track:6byGncpFasBdOu9N4SoGdq	http://www.billboard.com/charts/hot-100/1994-12-10	1994-12-10	92	MishaleAndru Donalds	1		92	1	1994
9817	Tony Thompson	25.0	Tony Thompson	spotify:artist:4dC1SJh5elSp45qeyfgInn	contemporary r&b	False	37.0	I Wanna Love Like That	307.066	spotify:track:4r6jPijW3d5iV0eBFVccsa	http://www.billboard.com/charts/hot-100/1995-05-27	1995-05-27	92	I Wanna Love Like ThatTony Thompson	1		92	1	1995
9818	Michael Peterson	42.0	Michael Peterson	spotify:artist:5SOL8Hz0JUmgBWHggBQ5Kz	country	False	54.0	Drink, Swear, Steal & Lie	182.306	spotify:track:3ZdAwMX7Lku81KGiqsjDeA	http://www.billboard.com/charts/hot-100/1997-08-09	1997-08-09	92	Drink, Swear, Steal & LieMichael Peterson	1		92	1	1997
9819	Mono	62.0	Monolink	spotify:artist:2I4hRNCYkPKJQlkoEZKjYx	livetronica	False	42.0	Life In Mono	223.449	spotify:track:1VOnZafgOKntsHk7RvskL2	http://www.billboard.com/charts/hot-100/1998-02-14	1998-02-14	92	Life In MonoMono	1		92	1	1998
9820	Andrea Martin	41.0	Andrea Martin	spotify:artist:4CfTFp39LgcvLWn9YQBIbZ		False	29.0	Let Me Return The Favor	254.333	spotify:track:4zygTlD6BMAZ3oGauPSod5	http://www.billboard.com/charts/hot-100/1998-10-31	1998-10-31	92	Let Me Return The FavorAndrea Martin	1		92	1	1998
9821	TRUSTcompany	50.0	TRUSTcompany	spotify:artist:21ALJSG7U07dShegeJQ2xA	alabama metal	False	60.0	Downfall	191.373	spotify:track:76xddM2irVQCbuBoVbaElZ	http://www.billboard.com/charts/hot-100/2002-10-19	2002-10-19	92	DownfallTRUSTcompany	1		92	1	2002
9822	Kirk Franklin	64.0	Kirk Franklin	spotify:artist:4akybxRTGHJZ1DXjLhJ1qu	gospel	False	57.0	I Smile	307.973	spotify:track:0UQDSP8cz6WmLJckO5jqUQ	http://www.billboard.com/charts/hot-100/2011-03-12	2011-03-12	97	I SmileKirk Franklin	1		97	1	2011
9823	V.I.C.	49.0	V.I.C.	spotify:artist:49mHZzhcsoQB1JXWv8Q9gU	atl hip hop	False	52.0	Get Silly	227.12	spotify:track:7IxHyB6UoZW8EARDonolT2	http://www.billboard.com/charts/hot-100/2008-05-10	2008-05-10	92	Get SillyV.I.C.	1		92	1	2008
9825	Bebe Rexha	85.0	Bebe Rexha	spotify:artist:64M6ah0SkkRsnPGtGiRAbb	dance pop	False	61.0	I Got You	191.786	spotify:track:2jB9QaPJyVdz2Q0Va8rrnU	http://www.billboard.com/charts/hot-100/2017-01-21	2017-01-21	94	I Got YouBebe Rexha	1		94	1	2017
9827	The Mickey Mozart Quintet	0.0	The Mickey Mozart Quintet	spotify:artist:34KsVYiasUf7YuZBqe23j6		False	0.0	Little Dipper	118.53	spotify:track:1u5oyDBPbN4V5ZncG2SYaF	http://www.billboard.com/charts/hot-100/1959-05-09	1959-05-09	93	Little DipperThe Mickey Mozart Quintet	1		93	1	1959
9828	The Five Satins	44.0	The Five Satins	spotify:artist:2YP02JRa1JLejrg3XTssJS	doo-wop	False	33.0	In The Still Of The Nite	184.213	spotify:track:5QEJbqvNNkFWzyF1l8d2Ci	http://www.billboard.com/charts/hot-100/1960-01-02	1960-01-02	93	In The Still Of The NiteThe Five Satins	1		93	1	1960
9829	The Sapphires	31.0	The Sapphires	spotify:artist:7hsuVq0DQonl3PnP7qkfvP	brill building pop	False	42.0	Who Do You Love	159.04	spotify:track:6kR2BCzArduYNuJdtezM8L	http://www.billboard.com/charts/hot-100/1964-01-11	1964-01-11	100	Who Do You LoveThe Sapphires	1		100	1	1964
9831	The Spellbinders	8.0	The Spellbinders	spotify:artist:2Wzja2jxZnsEa22GH7VzZA	deep northern soul	False	10.0	Help Me (Get Myself Back Together Again)	143.293	spotify:track:0N9r5cg38i9ybccOJeyewM	http://www.billboard.com/charts/hot-100/1966-11-19	1966-11-19	100	Help Me (Get Myself Back Together Again)The Spellbinders	1		100	1	1966
9832	John Handy	25.0	John Handy	spotify:artist:3Hl3dCaBcrnvBAOMAW4nJR	jazz saxophone	False	39.0	Hard Work	417.96	spotify:track:4URLJkB6D5QxvOB7H3kmGI	http://www.billboard.com/charts/hot-100/1976-06-26	1976-06-26	93	Hard WorkJohn Handy	1		93	1	1976
9833	Robin George	0.0	George Robinson	spotify:artist:4Wp7PTjMXNQ9lP7dNmqKZo		False	17.0	Heartline	190.36	spotify:track:4Mr5LBJHsgvCkxMVzb8xk6	http://www.billboard.com/charts/hot-100/1985-04-13	1985-04-13	93	HeartlineRobin George	1		93	1	1985
9834	Curiosity Killed The Cat	39.0	Curiosity Killed The Cat	spotify:artist:0ZGAYur5k4gJprOffC6LkP	new romantic	False	37.0	Misfit	241.16	spotify:track:7a650uDexobOHVrUD1Crgf	http://www.billboard.com/charts/hot-100/1987-08-01	1987-08-01	93	MisfitCuriosity Killed The Cat	1		93	1	1987
9835	Bardeux	21.0	Bardeux	spotify:artist:1Uhg7ePxFfwEY6HysrYjV7	freestyle	False	25.0	Magic Carpet Ride	203.56	spotify:track:4CQXSLW5x5XT7MPBandDaB	http://www.billboard.com/charts/hot-100/1988-02-27	1988-02-27	93	Magic Carpet RideBardeux	1		93	1	1988
9837	Kingdom Come	46.0	Kingdom Come	spotify:artist:2YFKPea38AMhGqGSqkFF1Q	album rock	False	44.0	Get It On	261.596	spotify:track:2RhBpEgfPbuxciijmxYNTp	http://www.billboard.com/charts/hot-100/1988-04-02	1988-04-02	93	Get It OnKingdom Come	1		93	1	1988
9838	Holly Knight	6.0	Holly Knight	spotify:artist:1fgwMawRD6uZOERzG2SQto		False	11.0	Heart Don't Fail Me Now	258.799	spotify:track:4XCEztIfXaX1CarAHouIVq	http://www.billboard.com/charts/hot-100/1988-09-03	1988-09-03	93	Heart Don't Fail Me NowHolly Knight	1		93	1	1988
9839	Dr. Alban	62.0	Dr. Alban	spotify:artist:6BkcAbUkfIBM4XudxieMq8	bubblegum dance	False	69.0	It's My Life	239.933	spotify:track:4539Tbm6Rt5BaNKXJJj9RH	http://www.billboard.com/charts/hot-100/1993-04-24	1993-04-24	93	It's My LifeDr. Alban	1		93	1	1993
9840	MoKenStef	47.0	MoKenStef	spotify:artist:3uklrkyCGBBg5PoFTbEoim	contemporary r&b	False	61.0	He's Mine	253.04	spotify:track:20VRVHMwAspwLA207PdKOn	http://www.billboard.com/charts/hot-100/1995-06-17	1995-06-17	93	He's MineMoKenStef	1		93	1	1995
9841	James Otto	47.0	James Otto	spotify:artist:3VStI6m5Ig9FAyUaa0lYAP	contemporary country	False	62.0	Just Got Started Lovin' You	234.64	spotify:track:4b0XF7CDpJEBAdVHMw7amV	http://www.billboard.com/charts/hot-100/2008-03-08	2008-03-08	93	Just Got Started Lovin' YouJames Otto	1		93	1	2008
9842	Gucci Mane	79.0	Gucci Mane	spotify:artist:13y7CgLHjMVRMDqxdx0Xdo	atl hip hop	True	41.0	Freaky Gurl	226.72	spotify:track:4IsjWC8VboYjsSSchoMX7m	http://www.billboard.com/charts/hot-100/2007-10-06	2007-10-06	94	Freaky GurlGucci Mane	1		94	1	2007
9844	Candice Glover	24.0	Candice Glover	spotify:artist:1rHf7vRCsDRBkbA1XGT9e1		False	34.0	I Am Beautiful	177.053	spotify:track:2jKrwn5GUuLUmO7dNUMc5c	http://www.billboard.com/charts/hot-100/2013-06-01	2013-06-01	93	I Am BeautifulCandice Glover	1		93	1	2013
9845	Maluma	85.0	Maluma	spotify:artist:1r4hJ1h58CWwUQe3MxPuau	reggaeton	True	70.0	HP	184.435	spotify:track:1LIqNVhaIgxXUt2eVoIQJ3	https://www.billboard.com/charts/hot-100/2019-06-08	2019-06-08	96	HPMaluma	1		96	1	2019
9846	Bradley Cooper	72.0	Bradley Cooper	spotify:artist:4VIvfOurcf0vuLRxLkGnIG	hollywood	False	57.0	Maybe It's Time	159.293	spotify:track:6jMbPsH6lTOLs5n8Af26AG	https://www.billboard.com/charts/hot-100/2018-10-20	2018-10-20	93	Maybe It's TimeBradley Cooper	1		93	1	2018
9847	The Fontane Sisters	66.0	The Fontane Sisters	spotify:artist:1Ml4OuStDoympbREURAM15	deep adult standards	False	2.0	Jealous Heart	129.493	spotify:track:2KrjG7NeXtz9QNIh04wZWa	http://www.billboard.com/charts/hot-100/1958-11-08	1958-11-08	94	Jealous HeartThe Fontane Sisters	1		94	1	1958
9848	Billy Bland	12.0	Billy Bland	spotify:artist:4mDEpwlcBham5q1dmykSG0		False	0.0	Harmony	144.026	spotify:track:26yfGA2mYqNjuTlcJF0eHI	http://www.billboard.com/charts/hot-100/1960-10-08	1960-10-08	94	HarmonyBilly Bland	1		94	1	1960
9849	Susan Christie	26.0	Susan Christie	spotify:artist:2HrnWNplSXSbwjlRdcDQkB	psychedelic folk	False	29.0	I Love Onions	153.8	spotify:track:0mABWoxXTuxGvqRY1Wfwzj	http://www.billboard.com/charts/hot-100/1966-06-11	1966-06-11	94	I Love OnionsSusan Christie	1		94	1	1966
9850	The Merry-Go-Round	12.0	The Merry-Go-Round	spotify:artist:5OqRrwoMQ2KO578vDoupAs	classic garage rock	False	18.0	Live	153.92	spotify:track:3LQZ52GYA5V0QjDZyUFlXj	http://www.billboard.com/charts/hot-100/1967-04-29	1967-04-29	94	LiveThe Merry-Go-Round	1		94	1	1967
9851	Linda Jones	35.0	Linda Jones	spotify:artist:7erYZsfekXYGWvup1bnkUZ	classic soul	False	46.0	Hypnotized	167.146	spotify:track:18kKQf4bOwY0I9FUV3ne1q	http://www.billboard.com/charts/hot-100/1967-06-24	1967-06-24	96	HypnotizedLinda Jones	1		96	1	1967
9853	The Buena Vistas	0.0	The Buena Vistas	spotify:artist:0NZla8oecHR7sQ4rb6lW81		False	2.0	Hot Shot	157.893	spotify:track:3jwjRiAGKizbD4Ma00UBUe	http://www.billboard.com/charts/hot-100/1966-07-02	1966-07-02	96	Hot ShotThe Buena Vistas	1		96	1	1966
9854	Crazy Elephant	31.0	Crazy Elephant	spotify:artist:7bp2mrTNmrjp69DS3EKL4K	bubblegum pop	False	46.0	Gimme Gimme Good Lovin'	123.866	spotify:track:20uuYKrBuh81J8T9fkm2sC	http://www.billboard.com/charts/hot-100/1969-03-01	1969-03-01	94	Gimme Gimme Good Lovin'Crazy Elephant	1		94	1	1969
9855	Marva Whitney	31.0	Marva Whitney	spotify:artist:691nF1fI0SKCfsIypzFr7h	deep funk	False	25.0	It's My Thing (You Can't Tell Me Who To Sock It To)	237.773	spotify:track:1PuyOHjBUULlmPNstHPPoz	http://www.billboard.com/charts/hot-100/1969-06-14	1969-06-14	94	It's My Thing (You Can't Tell Me Who To Sock It To)Marva Whitney	1		94	1	1969
