Performer,Artist_Popularity_x,Performer2,uri_x,Genre,url,WeekID,Week Position,Song_x,SongID,Instance,Previous Week Position,Peak Position,Weeks on Chart,Explicit,Artist_Popularity_y,Song_y,Duration ms,uri_y,Year
High School Musical Cast,63.0,High School Musical Cast,spotify:artist:2gUMs9PE8XZVQyzCDqaYmW,"['dance pop', 'post-teen pop']",http://www.billboard.com/charts/hot-100/2006-02-11,2006-02-11,43,Stick To The Status Quo,Stick To The Status QuoHigh School Musical Cast,1,,43,1,False,55.0,Stick to the Status Quo,268413.0,spotify:track:5aNagthlHAudbDZozQMjYP,2006
The Fray,70.0,The Fray,spotify:artist:0zOcE3mg9nS6l3yxt1Y0bK,"['neo mellow', 'piano rock', 'pop', 'pop rock']",http://www.billboard.com/charts/hot-100/2006-02-25,2006-02-25,98,Over My Head (Cable Car),Over My Head (Cable Car)The Fray,1,,98,1,False,80.0,How to Save a Life,262533.0,spotify:track:5fVZC9GiM4e8vu99W0Xf6J,2006
Daniel Powter,59.0,Daniel Powter,spotify:artist:7xTcuBOIAAIGDOSvwYFPzk,"['canadian pop', 'neo mellow', 'pop rock']",http://www.billboard.com/charts/hot-100/2006-02-25,2006-02-25,55,Bad Day,Bad DayDaniel Powter,1,,55,1,False,75.0,Bad Day,233640.0,spotify:track:0mUyMawtxj1CJ76kn9gIZK,2006
Aly & AJ,59.0,Aly & AJ,spotify:artist:5wugb0kaq0J6nyQ5Xgd17i,"['dance pop', 'electropop', 'girl group', 'indie pop', 'indie poptimism', 'neo mellow', 'pop', 'post-teen pop']",http://www.billboard.com/charts/hot-100/2006-03-04,2006-03-04,92,Rush,RushAly & AJ,1,,92,1,False,44.0,Greatest Time Of Year,218493.0,spotify:track:7yrqJUfnjteV1FLe9dXcVa,2006
Three 6 Mafia,65.0,Three 6 Mafia,spotify:artist:26s8LSolLfCIY88ysQbIuT,"['crunk', 'dirty south rap', 'gangster rap', 'hip hop', 'memphis hip hop', 'pop rap', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']",http://www.billboard.com/charts/hot-100/2006-03-04,2006-03-04,91,Poppin' My Collar,Poppin' My CollarThree 6 Mafia,1,,91,1,True,60.0,Poppin' My Collar (feat. Project Pat),176880.0,spotify:track:5zd9TgduWbfFXwgnm3K3Rz,2006
Nick Lachey,46.0,Nick Lachey,spotify:artist:6ewMqjrF31lC8ywRsvm073,['post-teen pop'],http://www.billboard.com/charts/hot-100/2006-03-11,2006-03-11,89,What's Left Of Me,What's Left Of MeNick Lachey,1,,89,1,False,31.0,I Can't Hate You Anymore,232640.0,spotify:track:6Gj3oHBAFYHlcLBHOXZ3oz,2006
Panic! At The Disco,79.0,Panic! At The Disco,spotify:artist:20JZFwl6HVl6yg8a4H3ZqK,['modern rock'],http://www.billboard.com/charts/hot-100/2006-03-18,2006-03-18,98,I Write Sins Not Tragedies,I Write Sins Not TragediesPanic! At The Disco,1,,98,1,False,63.0,Nine in the Afternoon - Single Mix,191560.0,spotify:track:1S30kHvkkdMkcuCTGSgS41,2006
Paul Wall,62.0,Paul Wall,spotify:artist:0k7Xl1pqI3tu8sSEjo5oEg,"['chopped and screwed', 'crunk', 'dirty south rap', 'gangster rap', 'houston rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",http://www.billboard.com/charts/hot-100/2006-03-18,2006-03-18,95,Girl,GirlPaul Wall,1,,95,1,True,51.0,Girl,278453.0,spotify:track:7tAXjikQCHflZLeGPTUcLQ,2006
Jack Ingram,47.0,Jack Ingram,spotify:artist:7HNEfHmDlFofG6YnMt8G7N,"['contemporary country', 'country road', 'texas country']",http://www.billboard.com/charts/hot-100/2006-03-25,2006-03-25,97,Wherever You Are,Wherever You AreJack Ingram,1,,97,1,False,21.0,Wherever You Are - Live,215560.0,spotify:track:1uRvF355jFHDKrsUWEXkRF,2006
Remy Ma,61.0,Remy Ma,spotify:artist:39mHYiNmLR7p8PXNG8Wll6,"['alternative r&b', 'bronx hip hop', 'hip pop', 'r&b', 'trap queen', 'urban contemporary']",http://www.billboard.com/charts/hot-100/2006-04-01,2006-04-01,93,Conceited (There's Something About Remy),Conceited (There's Something About Remy)Remy Ma,1,,93,1,True,62.0,Conceited (There's Something About Remy),219560.0,spotify:track:2OcBwebjQsdJy76zWvLQvn,2006
Shawnna,53.0,Shawnna,spotify:artist:4gpDA7R5796e6zbvZxGNga,"['chicago rap', 'hip pop', 'pop rap']",http://www.billboard.com/charts/hot-100/2006-04-01,2006-04-01,96,Gettin' Some,Gettin' SomeShawnna,1,,96,1,True,47.0,Gettin' Some,202760.0,spotify:track:4uNisev7PGUAixBOagpgyY,2006
The Afters,55.0,The Afters,spotify:artist:1Q9nxD19emMUTTWtFi7jZc,"['ccm', 'christian alternative rock', 'christian music', 'worship']",http://www.billboard.com/charts/hot-100/2006-04-08,2006-04-08,69,Beautiful Love,Beautiful LoveThe Afters,1,,69,1,False,29.0,Beautiful Love,240253.0,spotify:track:1WV7GMXECr7O5Hl6GrDcSr,2006
Yung Joc,63.0,Yung Joc,spotify:artist:23LbwefIODbyGdRbAz3urj,"['atl hip hop', 'crunk', 'dirty south rap', 'gangster rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",http://www.billboard.com/charts/hot-100/2006-04-15,2006-04-15,95,It's Goin' Down,It's Goin' DownYung Joc,1,,95,1,True,66.0,It's Goin' Down (feat. Nitti),241840.0,spotify:track:05Sgj1Hx03ZXc57gsV1kfX,2006
Angels & Airwaves,58.0,Angels & Airwaves,spotify:artist:7xklw3WodFZiNNmQt3DIgp,"['pop punk', 'socal pop punk']",http://www.billboard.com/charts/hot-100/2006-04-29,2006-04-29,92,The Adventure,The AdventureAngels & Airwaves,1,,92,1,False,56.0,The Adventure,312533.0,spotify:track:2uuTo18bRgXj3RvlbZKMvU,2006
Cassie,64.0,Cassie,spotify:artist:27FGXRNruFoOdf1vP8dqcH,"['dance pop', 'hip pop', 'r&b', 'urban contemporary']",http://www.billboard.com/charts/hot-100/2006-04-29,2006-04-29,94,Me & U,Me & UCassie,1,,94,1,False,76.0,Me & U,192213.0,spotify:track:7k6IzwMGpxnRghE7YosnXT,2006
Ashley Parker Angel,20.0,Ashley Parker Angel,spotify:artist:1wLeBWSGyI3mnTeiDAcgjP,[],http://www.billboard.com/charts/hot-100/2006-04-29,2006-04-29,17,Let U Go,Let U GoAshley Parker Angel,1,,17,1,False,34.0,Let U Go,218746.0,spotify:track:5n3HwrDGRlUT7SrJCWM4yf,2006
Blue October,58.0,Blue October,spotify:artist:1TJbmc7jTpw78GKCiMpvDh,"['neo mellow', 'pop rock', 'post-grunge', 'san marcos tx indie']",http://www.billboard.com/charts/hot-100/2006-04-29,2006-04-29,88,Hate Me,Hate MeBlue October,1,,88,1,False,59.0,Into The Ocean,239946.0,spotify:track:2SiqlgLMfKQbczSMRp8drY,2006
Taking Back Sunday,63.0,Taking Back Sunday,spotify:artist:24XtlMhEMNdi822vi0MhY1,"['emo', 'pop punk']",http://www.billboard.com/charts/hot-100/2006-05-06,2006-05-06,78,MakeDamnSure,MakeDamnSureTaking Back Sunday,1,,78,1,False,56.0,Liar (It Takes One To Know One),191133.0,spotify:track:5heRy6IDNiQXDJf1tZ6SUc,2006
AFI,63.0,AFI,spotify:artist:19I4tYiChJoxEO5EuviXpz,"['alternative metal', 'pop punk', 'punk', 'screamo', 'skate punk']",http://www.billboard.com/charts/hot-100/2006-05-13,2006-05-13,97,Miss Murder,Miss MurderAFI,1,,97,1,False,51.0,Love Like Winter,165653.0,spotify:track:3cDE9Yn4GrsxSrlMCLdmTT,2006
Buckcherry,58.0,Buckcherry,spotify:artist:0yN7xI1blow9nYIK0R8nM7,"['alternative metal', 'glam metal', 'hard rock', 'nu metal', 'post-grunge', 'rock', 'sleaze rock']",http://www.billboard.com/charts/hot-100/2006-05-20,2006-05-20,99,Crazy Bitch,Crazy BitchBuckcherry,1,,99,1,True,68.0,Crazy Bitch,204960.0,spotify:track:5XfQTbialQHn9PhDb0p85H,2006
Rick Ross,78.0,Rick Ross,spotify:artist:1sBkRIssrMs1AbVkOJbc7a,"['dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",http://www.billboard.com/charts/hot-100/2006-05-20,2006-05-20,90,Hustlin',Hustlin'Rick Ross,1,,90,1,True,59.0,Push It,208600.0,spotify:track:39SQnz9u6zd91nZdaPmmJK,2006
Gnarls Barkley,66.0,Gnarls Barkley,spotify:artist:5SbkVQYYzlw1kte75QIabH,"['atl hip hop', 'neo soul']",http://www.billboard.com/charts/hot-100/2006-05-20,2006-05-20,91,Crazy,CrazyGnarls Barkley,1,,91,1,False,74.0,Crazy,182066.0,spotify:track:2N5zMZX7YeL1tico8oQxa9,2006
Snow Patrol,69.0,Snow Patrol,spotify:artist:3rIZMv9rysU7JkLzEaC5Jp,"['irish rock', 'neo mellow', 'permanent wave', 'pop rock']",http://www.billboard.com/charts/hot-100/2006-06-03,2006-06-03,54,Chasing Cars,Chasing CarsSnow Patrol,1,,54,1,False,81.0,Chasing Cars,267960.0,spotify:track:5hnyJvgoWiQUYZttV4wXy6,2006
Taylor Hicks,25.0,Taylor Hicks,spotify:artist:3E3tW69eMfAffLGgsmP3GG,['idol'],http://www.billboard.com/charts/hot-100/2006-06-10,2006-06-10,69,Takin' It To The Streets,Takin' It To The StreetsTaylor Hicks,1,,69,1,False,37.0,Do I Make You Proud,248693.0,spotify:track:3lxFENvLW8nxXAbNfkZ7IJ,2006
Dashboard Confessional,58.0,Dashboard Confessional,spotify:artist:4ERtgeBbWRkFzIz6LaFCeY,"['emo', 'neo mellow', 'pop punk', 'pop rock']",http://www.billboard.com/charts/hot-100/2006-06-10,2006-06-10,80,Don't Wait,Don't WaitDashboard Confessional,1,,80,1,False,13.0,Don’t Wait,245840.0,spotify:track:7fjBTaq9qR6SNyqNPnU1HX,2006
Lupe Fiasco,67.0,Lupe Fiasco,spotify:artist:01QTIT5P1pFP3QnnFSdsJf,"['chicago rap', 'conscious hip hop', 'hip hop', 'political hip hop', 'pop rap', 'rap', 'southern hip hop']",http://www.billboard.com/charts/hot-100/2006-06-17,2006-06-17,79,Kick Push,Kick PushLupe Fiasco,1,,79,1,True,0.0,Around My Way (Freedom Ain't Free),255773.0,spotify:track:6LWHdzDFKX2Abj233aZ2Nw,2006
Don Omar,82.0,Don Omar,spotify:artist:33ScadVnbm2X8kkUqOkC6Z,"['latin hip hop', 'puerto rican pop', 'reggaeton', 'urbano latino']",http://www.billboard.com/charts/hot-100/2006-06-24,2006-06-24,99,Angelito,AngelitoDon Omar,1,,99,1,False,67.0,Taboo,292160.0,spotify:track:4cyYC67XY3weSVmSLdKLP8,2006
Cheyenne Kimball,25.0,Cheyenne Kimball,spotify:artist:28GmLYDzZIZWQChkzH1Mgy,['post-teen pop'],http://www.billboard.com/charts/hot-100/2006-07-08,2006-07-08,86,Hanging On,Hanging OnCheyenne Kimball,1,,86,1,False,34.0,"Hanging On (Theme from ""Cheyenne"" on MTV)",249160.0,spotify:track:6Su4jst3IXkvneQb4OUiLE,2006
Paris Hilton,55.0,Paris Hilton,spotify:artist:1vkJFCwstOoJO7yQ4lTtLK,"['dance pop', 'post-teen pop']",http://www.billboard.com/charts/hot-100/2006-07-08,2006-07-08,18,Stars Are Blind,Stars Are BlindParis Hilton,1,,18,1,False,64.0,Stars Are Blind,236600.0,spotify:track:71V89tJj9CboDyzncO6ZN2,2006
Corinne Bailey Rae,63.0,Corinne Bailey Rae,spotify:artist:29WzbAQtDnBJF09es0uddn,"['british soul', 'neo mellow', 'neo soul', 'pop soul', 'soul']",http://www.billboard.com/charts/hot-100/2006-07-15,2006-07-15,94,Put Your Records On,Put Your Records OnCorinne Bailey Rae,1,,94,1,False,77.0,Put Your Records On,215360.0,spotify:track:2nGFzvICaeEWjIrBrL2RAx,2006
Katharine McPhee,56.0,Katharine McPhee,spotify:artist:5oWOx0BBDSMoFB8JDrjQre,"['dance pop', 'idol', 'post-teen pop']",http://www.billboard.com/charts/hot-100/2006-07-15,2006-07-15,60,My Destiny,My DestinyKatharine McPhee,1,,60,1,False,37.0,Somewhere Over The Rainbow,210333.0,spotify:track:2UORsaluUZXiMvkkkedDTJ,2006
Jake Owen,66.0,Jake Owen,spotify:artist:1n2pb9Tsfe4SwAjmUac6YT,"['contemporary country', 'country', 'country road']",http://www.billboard.com/charts/hot-100/2006-07-15,2006-07-15,99,Yee Haw,Yee HawJake Owen,1,,99,1,False,59.0,American Country Love Song,199746.0,spotify:track:0O1x2tRm8ZpfDbcpOWZp7z,2006
Pitbull,83.0,Pitbull,spotify:artist:0TnOYISbd1XYRBk9myaseg,"['dance pop', 'miami hip hop', 'pop', 'pop rap']",http://www.billboard.com/charts/hot-100/2006-07-22,2006-07-22,91,Bojangles,BojanglesPitbull,1,,91,1,False,42.0,Pause,180266.0,spotify:track:0c7wqpBLOTFr1yb70LHGFM,2006
Eric Church,72.0,Eric Church,spotify:artist:2IvkS5MXK0vPGnwyJsrEyV,"['contemporary country', 'country', 'country road']",http://www.billboard.com/charts/hot-100/2006-07-22,2006-07-22,99,How 'Bout You,How 'Bout YouEric Church,1,,99,1,False,52.0,Desperate Man,208733.0,spotify:track:1vHeu2j2MpfMqqvcXKLtic,2006
Hannah Montana,65.0,Hannah Montana,spotify:artist:7nU4hB040gTmHm45YYMvqc,"['dance pop', 'pop', 'post-teen pop']",http://www.billboard.com/charts/hot-100/2006-08-05,2006-08-05,92,Who Said,Who SaidHannah Montana,1,,92,1,False,59.0,Nobody's Perfect,200826.0,spotify:track:7c223RltkvhN8wrxIqspM5,2006
The Red Jumpsuit Apparatus,63.0,The Red Jumpsuit Apparatus,spotify:artist:1SImpQO0GbjRgvlwCcCtFo,"['pop punk', 'pop rock', 'screamo']",http://www.billboard.com/charts/hot-100/2006-08-05,2006-08-05,93,Face Down,Face DownThe Red Jumpsuit Apparatus,1,,93,1,False,76.0,Face Down,192000.0,spotify:track:4wzjNqjKAKDU82e8uMhzmr,2006
Thirty Seconds To Mars,68.0,Thirty Seconds To Mars,spotify:artist:0RqtSIYZmd4fiBKVFqyIqD,"['modern rock', 'post-grunge', 'rock']",http://www.billboard.com/charts/hot-100/2006-08-05,2006-08-05,86,The Kill (Bury Me),The Kill (Bury Me)Thirty Seconds To Mars,1,,86,1,False,61.0,Kings And Queens,347666.0,spotify:track:4sjLcE0GQ6urc4iUXsUPe9,2006
Fergie,70.0,Fergie,spotify:artist:3r17AfJCCUqC9Lf0OAc73G,"['dance pop', 'pop', 'post-teen pop', 'rap', 'urban contemporary']",http://www.billboard.com/charts/hot-100/2006-08-05,2006-08-05,84,London Bridge,London BridgeFergie,1,,84,1,False,63.0,Clumsy,240426.0,spotify:track:50xeLNGKmskmYUSINhqvfa,2006
Danity Kane,48.0,Danity Kane,spotify:artist:3FD9VAd0ppjmKbfxF4LzUh,"['dance pop', 'girl group', 'hip pop', 'post-teen pop', 'r&b', 'urban contemporary']",http://www.billboard.com/charts/hot-100/2006-09-02,2006-09-02,17,Show Stopper,Show StopperDanity Kane,1,,17,1,False,44.0,Ride for You,251280.0,spotify:track:6K3VfYpY58uXYuvS5NQLIJ,2006
The Cheetah Girls,50.0,The Cheetah Girls,spotify:artist:4ntkql3f3ect7NDRUJ7aAY,"['dance pop', 'girl group', 'movie tunes', 'pop', 'post-teen pop']",http://www.billboard.com/charts/hot-100/2006-09-09,2006-09-09,60,Strut,StrutThe Cheetah Girls,1,,60,1,False,53.0,"Strut - From ""The Cheetah Girls 2""",198360.0,spotify:track:1g1Jor1zrllXn2ogj8KGAH,2006
OK Go,56.0,OK Go,spotify:artist:3hozsZ9hqNq7CoBGYNlFTz,"['alternative rock', 'chicago indie', 'indie rock', 'modern alternative rock', 'modern rock', 'permanent wave', 'pop rock', 'rock']",http://www.billboard.com/charts/hot-100/2006-09-16,2006-09-16,87,Here It Goes Again,Here It Goes AgainOK Go,1,,87,1,False,46.0,I Won't Let You Down,222440.0,spotify:track:5v2snXqNEVtKxsJy5YBVfV,2006
Taylor Swift,99.0,Taylor Swift,spotify:artist:06HL4z0CvFAxyc27GXpf02,['pop'],http://www.billboard.com/charts/hot-100/2006-09-23,2006-09-23,86,Tim McGraw,Tim McGrawTaylor Swift,1,,86,1,False,82.0,Wildest Dreams (Taylor's Version),220433.0,spotify:track:1Ov37jtRQ2YNAe8HzfczkL,2006
Vanessa Hudgens,64.0,Vanessa Hudgens,spotify:artist:6G9bygHlCyPgNGxK2l3YdE,"['dance pop', 'pop', 'post-teen pop']",http://www.billboard.com/charts/hot-100/2006-09-30,2006-09-30,79,Come Back To Me,Come Back To MeVanessa Hudgens,1,,79,1,False,57.0,Say OK,221866.0,spotify:track:73qbBlEAcm2HfnAaSnP1II,2006
Brown Boy,38.0,Brown Boy,spotify:artist:0Ug6OsFk2B0mLvXrpmpRs6,"['chicano rap', 'latin hip hop']",http://www.billboard.com/charts/hot-100/2006-10-07,2006-10-07,99,Superman,SupermanBrown Boy,1,,99,1,False,45.0,Superman,231146.0,spotify:track:1srGZiB4G4At62z2Z8wYL9,2006
Jim Jones,59.0,Jim Jones,spotify:artist:6AMa1VFQ7qCi61tCRtVWXe,"['gangster rap', 'harlem hip hop', 'hip hop', 'pop rap', 'rap', 'trap']",http://www.billboard.com/charts/hot-100/2006-10-21,2006-10-21,87,We Fly High,We Fly HighJim Jones,1,,87,1,True,55.0,We Fly High,236080.0,spotify:track:3RGyFugqjQjlL8XX0NW8dZ,2006
Tenacious D,63.0,Tenacious D,spotify:artist:1XpDYCrUJnvCo9Ez6yeMWh,"['alternative metal', 'comedy rock', 'comic', 'comic metal', 'parody']",http://www.billboard.com/charts/hot-100/2006-11-04,2006-11-04,78,The Pick Of Destiny,The Pick Of DestinyTenacious D,1,,78,1,False,60.0,The Metal,165960.0,spotify:track:3pYKJaLiixRcDFfcNhxZKK,2006
Plain White T's,65.0,Plain White T's,spotify:artist:1g1yxsNVPhMUl9GrMjEb2o,"['neo mellow', 'pop punk', 'pop rock']",http://www.billboard.com/charts/hot-100/2006-11-18,2006-11-18,83,Hate (I Really Don't Like You),Hate (I Really Don't Like You)Plain White T's,1,,83,1,False,52.0,Our Time Now,170213.0,spotify:track:3CE3PYF64qJBjq54Uf9ZiW,2006
Kellie Pickler,47.0,Kellie Pickler,spotify:artist:021hNAnkFIbyFyL97br6NB,"['contemporary country', 'country', 'country dawn', 'country road']",http://www.billboard.com/charts/hot-100/2006-11-18,2006-11-18,99,Red High Heels,Red High HeelsKellie Pickler,1,,99,1,False,42.0,I Wonder,237960.0,spotify:track:4TWDBIZt5tJwEqyNYPCY4V,2006
Hellogoodbye,48.0,Hellogoodbye,spotify:artist:6GH0NzpthMGxu1mcfAkOde,"['neon pop punk', 'pop punk']",http://www.billboard.com/charts/hot-100/2006-11-18,2006-11-18,97,Here (In Your Arms),Here (In Your Arms)Hellogoodbye,1,,97,1,False,59.0,Here (In Your Arms),240546.0,spotify:track:1GV98LUEVk1U3LWAkX2Apw,2006
Alejandro Sanz,77.0,Alejandro Sanz,spotify:artist:5sUrlPAHlS9NEirDB8SEbF,"['cantautor', 'latin arena pop', 'latin pop', 'mexican pop', 'rock en espanol', 'spanish pop']",http://www.billboard.com/charts/hot-100/2006-11-25,2006-11-25,100,A La Primera Persona,A La Primera PersonaAlejandro Sanz,1,,100,1,False,48.0,A la primera persona,301933.0,spotify:track:6mXHxE2BEafOgdWoFvc6mF,2006
Daughtry,66.0,Daughtry,spotify:artist:5P5FTygHyx2G57oszR3Wot,"['alternative metal', 'neo mellow', 'pop rock', 'post-grunge']",http://www.billboard.com/charts/hot-100/2006-12-09,2006-12-09,65,It's Not Over,It's Not OverDaughtry,1,,65,1,False,60.0,Waiting for Superman,266960.0,spotify:track:4AU7z13HYmPMetlWbq1mys,2006
Robin Thicke,65.0,Robin Thicke,spotify:artist:0ZrpamOxcZybMHGg1AYtHP,"['contemporary r&b', 'dance pop', 'hip pop', 'neo soul', 'r&b', 'urban contemporary']",http://www.billboard.com/charts/hot-100/2006-12-23,2006-12-23,92,Lost Without U,Lost Without URobin Thicke,1,,92,1,False,64.0,Lost Without U,254146.0,spotify:track:4V2F0DZrAXOWq9hkwMMG3x,2006
Trent Tomlinson,44.0,Trent Tomlinson,spotify:artist:1Zn69emN3uZsF6YwCrkgYp,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock', 'redneck']",http://www.billboard.com/charts/hot-100/2006-12-23,2006-12-23,96,One Wing In The Fire,One Wing In The FireTrent Tomlinson,1,,96,1,False,53.0,One Wing In The Fire,232546.0,spotify:track:338arfXmD9XaESFjfcQLsg,2006
Regina Spektor,63.0,Regina Spektor,spotify:artist:3z6Gk257P9jNcZbBXJNX5i,"['indie pop', 'lilith', 'piano rock']",http://www.billboard.com/charts/hot-100/2006-12-30,2006-12-30,98,Fidelity,FidelityRegina Spektor,1,,98,1,False,51.0,Fidelity,226680.0,spotify:track:6GskIhdM6TN6EkPgeSjVfW,2006
Cartel,79.0,Cartel De Santa,spotify:artist:07PdYoE4jVRF6Ut40GgVSP,"['latin hip hop', 'mexican hip hop', 'narco rap']",http://www.billboard.com/charts/hot-100/2007-01-13,2007-01-13,89,Honestly,HonestlyCartel,1,,89,1,False,49.0,Honestly,207333.0,spotify:track:6doBxUbuslAgelILAjXO95,2007
Jason Michael Carroll,44.0,Jason Michael Carroll,spotify:artist:6vgqbvuLEUcrg7SB1kRTYE,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",http://www.billboard.com/charts/hot-100/2007-01-13,2007-01-13,86,Alyssa Lies,Alyssa LiesJason Michael Carroll,1,,86,1,False,33.0,Hurry Home,242866.0,spotify:track:61aJPoKikSDWTNnyp4fzgf,2007
Ashley Tisdale,54.0,Ashley Tisdale,spotify:artist:2ddxtfC0oS8LoktXUHE7YL,"['dance pop', 'pop', 'post-teen pop']",http://www.billboard.com/charts/hot-100/2007-01-27,2007-01-27,77,He Said She Said,He Said She SaidAshley Tisdale,1,,77,1,False,51.0,"It's Alright, It's OK",179200.0,spotify:track:1bYtKF2sY2wLU6xdVaqIqD,2007
Jordan Pruitt,38.0,Jordan Pruitt,spotify:artist:1JfkqBTXs6VC3JZ7RJNu7h,['post-teen pop'],http://www.billboard.com/charts/hot-100/2007-01-27,2007-01-27,69,Jump To The Rhythm,Jump To The RhythmJordan Pruitt,1,,69,1,False,44.0,Jump To The Rhythm,227013.0,spotify:track:4QFbZ1cSkL718J6A8cMJdA,2007
Corbin Bleu,49.0,Corbin Bleu,spotify:artist:5GuEFqVXxQsqJtjGqoFWvf,['post-teen pop'],http://www.billboard.com/charts/hot-100/2007-02-03,2007-02-03,14,Push It To The Limit,Push It To The LimitCorbin Bleu,1,,14,1,False,48.0,Push It to the Limit,196960.0,spotify:track:3K01q0jtSNHeqx5gs97HH2,2007
Diddy Featuring Keyshia Cole,20.0,Diddy Featuring Keyshia Cole,spotify:artist:455ntbvzeFL1bIcEKhlebq,[],http://www.billboard.com/charts/hot-100/2007-02-03,2007-02-03,94,Last Night,Last NightDiddy Featuring Keyshia Cole,1,,94,1,False,37.0,Last Night (feat. Keyshia Cole),386146.0,spotify:track:61u8YHgwacXM9Sm5JOblkp,2007
The Shins,64.0,The Shins,spotify:artist:4LG4Bs1Gadht7TCrMytQUO,"['albuquerque indie', 'alternative rock', 'indie pop', 'indie rock', 'modern rock', 'portland indie', 'stomp and holler']",http://www.billboard.com/charts/hot-100/2007-02-10,2007-02-10,86,Phantom Limb,Phantom LimbThe Shins,1,,86,1,False,53.0,Phantom Limb,287567.0,spotify:track:3NPiFBw3mA9qbJfo0nhk6X,2007
Jonas Brothers,77.0,Jonas Brothers,spotify:artist:7gOdHgIoIKoe4i9Tta6qdD,"['boy band', 'dance pop', 'pop', 'post-teen pop']",http://www.billboard.com/charts/hot-100/2007-02-17,2007-02-17,40,Year 3000,Year 3000Jonas Brothers,1,,40,1,False,51.0,Hold On,164973.0,spotify:track:79Hz50oQtHIt5dDoEx4IDk,2007
MIKA,67.0,MIKA,spotify:artist:5MmVJVhhYKQ86izuGHzJYA,"['dance pop', 'europop', 'pop']",http://www.billboard.com/charts/hot-100/2007-02-17,2007-02-17,81,Grace Kelly,Grace KellyMIKA,1,,81,1,False,47.0,Love Today,235173.0,spotify:track:6ZBJFWDYJSTQg54eDsqnkJ,2007
The Fratellis,62.0,The Fratellis,spotify:artist:3M4ThdJR28z9eSMcQHAZ5G,"['alternative rock', 'garage rock', 'modern rock', 'rock', 'scottish rock']",http://www.billboard.com/charts/hot-100/2007-03-03,2007-03-03,75,Flathead,FlatheadThe Fratellis,1,,75,1,False,44.0,Flathead,197440.0,spotify:track:5t1Eqjxu93ub0LiTgxZQOB,2007
AnnaSophia Robb,13.0,AnnaSophia Robb,spotify:artist:6Hly7A8KsiiIDP6TW6j2SV,[],http://www.billboard.com/charts/hot-100/2007-03-10,2007-03-10,90,Keep Your Mind Wide Open,Keep Your Mind Wide OpenAnnaSophia Robb,1,,90,1,False,27.0,Keep Your Mind Wide Open - Original Version,216906.0,spotify:track:7CG8Oz7GD8cTdU9SausPhj,2007
Elliott Yamin,45.0,Elliott Yamin,spotify:artist:4am1I89OWXUzFh4ctRLkdd,[],http://www.billboard.com/charts/hot-100/2007-03-17,2007-03-17,61,Movin' On,Movin' OnElliott Yamin,1,,61,1,False,19.0,Movin' On,221053.0,spotify:track:3fzOl3tXMD7Jp6srNsTwvz,2007
Lloyd,67.0,Lloyd,spotify:artist:1Xfmvd48oOhEWkscWyEbh9,"['dance pop', 'hip pop', 'pop rap', 'r&b', 'southern hip hop', 'urban contemporary']",http://www.billboard.com/charts/hot-100/2007-03-31,2007-03-31,76,Get It Shawty,Get It ShawtyLloyd,1,,76,1,False,65.0,Get It Shawty,209533.0,spotify:track:2a03afRiyAbNAleOByVju4,2007
Amy Winehouse,76.0,Amy Winehouse,spotify:artist:6Q192DXotxtaysaqNPy5yR,"['british soul', 'neo soul']",http://www.billboard.com/charts/hot-100/2007-03-31,2007-03-31,90,You Know I'm No Good,You Know I'm No GoodAmy Winehouse,1,,90,1,False,73.0,You Know I'm No Good,257186.0,spotify:track:0DMRKqrpd0QO4RWiEdMib0,2007
Joss Stone,60.0,Joss Stone,spotify:artist:7bvcQXJHkFiN1ppIN3q4fi,"['british soul', 'neo soul']",http://www.billboard.com/charts/hot-100/2007-04-07,2007-04-07,83,Tell Me 'Bout It,Tell Me 'Bout ItJoss Stone,1,,83,1,False,42.0,Tell Me 'Bout It,169186.0,spotify:track:7GmELLCacoDxgw74xfeUE4,2007
