Performer,Artist_Popularity_x,Performer2,uri_x,Genre,url,WeekID,Week Position,Song_x,SongID,Instance,Previous Week Position,Peak Position,Weeks on Chart,Explicit,Artist_Popularity_y,Song_y,Duration ms,uri_y,Year
Ray Price,46.0,Ray Price,spotify:artist:5sAg1HZePcFfhrs0G8A8OP,"['honky tonk', 'nashville sound', 'traditional country']",http://www.billboard.com/charts/hot-100/1958-08-23,1958-08-23,72,City Lights,City LightsRay Price,1,,72,1,False,31.0,Invitation to the Blues,168106.0,spotify:track:0C7M2eMM22PSLOGE1v8oTr,1958
The Rivieras,30.0,The Rivieras,spotify:artist:5iIxOyBhMCDCFwAYGM6B3P,"['classic garage rock', 'surf music']",http://www.billboard.com/charts/hot-100/1958-08-23,1958-08-23,74,Count Every Star,Count Every StarThe Rivieras,1,,74,1,False,8.0,Let's Have a Party,152733.0,spotify:track:5bzMh1PwpHKn6hvddjnRcP,1958
Andy Williams,75.0,Andy Williams,spotify:artist:4sj6D0zlMOl25nprDJBiU9,"['adult standards', 'easy listening']",http://www.billboard.com/charts/hot-100/1958-08-30,1958-08-30,79,"Promise Me, Love","Promise Me, LoveAndy Williams",1,,79,1,False,15.0,A Fool Never Learns - Single Version,121786.0,spotify:track:78Uz5O2o00RpnNNlvOMl7K,1958
Dale Hawkins,34.0,Dale Hawkins,spotify:artist:7kcPzHlsyJm5tDv7JMcr6T,"['rock-and-roll', 'rockabilly', 'swamp rock']",http://www.billboard.com/charts/hot-100/1958-08-30,1958-08-30,98,La-Do-Dada,La-Do-DadaDale Hawkins,1,,98,1,False,4.0,La-Do-Dada,154253.0,spotify:track:5v2bj1EWi1eOq9VnTHjluO,1958
Teresa Brewer,37.0,Teresa Brewer,spotify:artist:2mPL4g4v9DS55zi6QctLbP,"['adult standards', 'deep adult standards']",http://www.billboard.com/charts/hot-100/1958-08-30,1958-08-30,99,Pickle Up A Doodle,Pickle Up A DoodleTeresa Brewer,1,,99,1,False,0.0,Peace Of Mind,225826.0,spotify:track:2C69yvwxsoQEti1GFx9MHj,1958
Robert Mitchum,32.0,Robert Mitchum,spotify:artist:3ttV5d4dhwr1R48j5I5FE3,[],http://www.billboard.com/charts/hot-100/1958-09-06,1958-09-06,95,The Ballad Of Thunder Road,The Ballad Of Thunder RoadRobert Mitchum,1,,95,1,False,41.0,The Ballad Of Thunder Road,151040.0,spotify:track:4CORfI5PJIhyMw8uWpDfKz,1958
Carl Smith,31.0,Carl Smith,spotify:artist:4FmgWM5kNxZ8ibCNPS6hHN,['honky tonk'],http://www.billboard.com/charts/hot-100/1958-09-06,1958-09-06,93,Guess I've Been Around Too Long,Guess I've Been Around Too LongCarl Smith,1,,93,1,False,0.0,Guess I've Been Around Too Long,173400.0,spotify:track:0XB0JlYdDDRpXWaM0fFID2,1958
Little Richard,59.0,Little Richard,spotify:artist:4xls23Ye9WR9yy3yYMpAMm,"['rock-and-roll', 'rockabilly', 'soul']",http://www.billboard.com/charts/hot-100/1958-09-13,1958-09-13,72,Baby Face,Baby FaceLittle Richard,1,,72,1,False,22.0,Kansas City / Hey-Hey-Hey-Hey,158466.0,spotify:track:5huBS1oFRdVlG4FyUIg3sZ,1958
Conway Twitty,60.0,Conway Twitty,spotify:artist:7gi3jmwpUpNWdswT8eEprF,"['arkansas country', 'country', 'country rock']",http://www.billboard.com/charts/hot-100/1958-09-13,1958-09-13,65,It's Only Make Believe,It's Only Make BelieveConway Twitty,1,,65,1,False,4.0,She's Mine,117640.0,spotify:track:5noWD027Ap82HrdLi2X418,1958
Joni James,30.0,Joni James,spotify:artist:0hiq5HixjjN3gtSXLZmnBw,"['adult standards', 'deep adult standards', 'easy listening']",http://www.billboard.com/charts/hot-100/1958-09-13,1958-09-13,61,There Goes My Heart,There Goes My HeartJoni James,1,,61,1,False,2.0,I Still Get Jealous,149653.0,spotify:track:5LAURvRCMyuUHeaRgLoTRc,1958
The Applejacks,27.0,The Applejacks,spotify:artist:27up4HDNmGpKK60gRie2tB,"['beatlesque', 'british invasion', 'merseybeat']",http://www.billboard.com/charts/hot-100/1958-09-13,1958-09-13,76,Mexican Hat Rock,Mexican Hat RockThe Applejacks,1,,76,1,False,0.0,Rocka-Conga,141440.0,spotify:track:2o7Bb5GQgWElsdcZqtbqXB,1958
Harvey & The Moonglows,5.0,Harvey & The Moonglows,spotify:artist:2ZPn0kfIZf1aeq4J988Z5b,['doo-wop'],http://www.billboard.com/charts/hot-100/1958-09-13,1958-09-13,59,Ten Commandments Of Love,Ten Commandments Of LoveHarvey & The Moonglows,1,,59,1,False,8.0,Ten Commandments of Love,246106.0,spotify:track:3gGFiN3J8zXW3aqBbER4GT,1958
Steve Lawrence,47.0,Steve Lawrence,spotify:artist:271pvVqDFiREx6PqzwOX8p,"['adult standards', 'deep adult standards', 'easy listening', 'lounge']",http://www.billboard.com/charts/hot-100/1958-09-20,1958-09-20,98,Many A Time,Many A TimeSteve Lawrence,1,,98,1,False,32.0,Everybody Knows,154715.0,spotify:track:5vjG5Xrv4cfcB2CvwLfzCm,1958
Sonny James,43.0,Sonny James,spotify:artist:0c08N8UlFjDaup9TNDaWxy,['nashville sound'],http://www.billboard.com/charts/hot-100/1958-09-20,1958-09-20,97,You Got That Touch,You Got That TouchSonny James,1,,97,1,False,1.0,Jenny Lou,156453.0,spotify:track:3Yhb42m6lpDCSxMCIQcamN,1958
Ruth Brown,44.0,Ruth Brown,spotify:artist:4EYVgfZJ8wKXWmIvCx3gOY,"['jazz blues', 'jump blues', 'rhythm and blues', 'rock-and-roll', 'soul', 'southern soul']",http://www.billboard.com/charts/hot-100/1958-09-20,1958-09-20,74,This Little Girl's Gone Rockin',This Little Girl's Gone Rockin'Ruth Brown,1,,74,1,False,30.0,This Little Girl's Gone Rockin',108293.0,spotify:track:3gd3Eu7AEqJC1wcNx8P8xg,1958
The Four Coins,7.0,The Four Coins,spotify:artist:1XQXkciRULT2PXhRUtmmuH,"['deep adult standards', 'vocal harmony group']",http://www.billboard.com/charts/hot-100/1958-09-20,1958-09-20,84,"Wendy, Wendy","Wendy, WendyThe Four Coins",1,,84,1,False,6.0,The World Outside,173520.0,spotify:track:0VZWkRDVnVcCZIBhT2eGZG,1958
Jane Morgan,32.0,Jane Morgan,spotify:artist:4CVHH6NpR8WwHLYjgI4t7A,"['adult standards', 'deep adult standards', 'easy listening']",http://www.billboard.com/charts/hot-100/1958-09-20,1958-09-20,60,The Day The Rains Came,The Day The Rains CameJane Morgan,1,,60,1,False,0.0,Happy Anniversary,148120.0,spotify:track:2oiLl1u7qg6LZZA595Ok4d,1958
Ritchie Valens,61.0,Ritchie Valens,spotify:artist:5Y9xEAGW4GwGJgbiI6W85P,"['adult standards', 'rock-and-roll', 'rockabilly']",http://www.billboard.com/charts/hot-100/1958-09-20,1958-09-20,77,"Come On, Let's Go","Come On, Let's GoRitchie Valens",1,,77,1,False,38.0,That's My Little Suzie,112933.0,spotify:track:7AxreGYDIophORotoTRTX6,1958
The Teddy Bears,13.0,The Teddy Bears,spotify:artist:4JFunELhYa3ZrJnSWAZl3W,[],http://www.billboard.com/charts/hot-100/1958-09-20,1958-09-20,88,"To Know Him, Is To Love Him","To Know Him, Is To Love HimThe Teddy Bears",1,,88,1,False,2.0,I Don't Need You Anymore,164280.0,spotify:track:7igkcGqB58Up1t47czb0Ap,1958
The Kingston Trio,45.0,The Kingston Trio,spotify:artist:3qtcbDvdIgQOXkPbtRvBaQ,"['american folk revival', 'folk', 'folk rock', 'singer-songwriter']",http://www.billboard.com/charts/hot-100/1958-09-27,1958-09-27,83,Tom Dooley,Tom DooleyThe Kingston Trio,1,,83,1,False,18.0,Ally Ally Oxen Free - Remastered,126266.0,spotify:track:1Uy1yJyKugigHiP4omXQbZ,1958
Andy Rose,0.0,Andy Rose,spotify:artist:06ACLfhOpR6PYxkMZcHHyT,[],http://www.billboard.com/charts/hot-100/1958-10-04,1958-10-04,100,Just Young,Just YoungAndy Rose,1,,100,1,False,1.0,Just Young,138106.0,spotify:track:4IToGzGT3zcJWQN2c5J9cV,1958
Lord Rockingham's XI,3.0,Lord Rockingham's XI,spotify:artist:4tTKANCGldfQHx1iQ09A6F,[],http://www.billboard.com/charts/hot-100/1958-10-04,1958-10-04,96,Fried Onions,Fried OnionsLord Rockingham's XI,1,,96,1,False,4.0,Fried Onions,101760.0,spotify:track:4vvKibbJo1ZR6sDfszoh05,1958
Donnie Owens,2.0,Donnie Owens,spotify:artist:5a1p9HEb8mrwIwBgidOlCu,[],http://www.billboard.com/charts/hot-100/1958-10-04,1958-10-04,92,Need You,Need YouDonnie Owens,1,,92,1,False,6.0,Need You,140866.0,spotify:track:2mwQS2E6Kwm67fZZdEhg8X,1958
The Five Blobs,18.0,The Five Blobs,spotify:artist:7fYVwwluTOElgXLIpv9liK,[],http://www.billboard.com/charts/hot-100/1958-10-04,1958-10-04,97,The Blob,The BlobThe Five Blobs,1,,97,1,False,29.0,The Blob,159933.0,spotify:track:3UVxWDYfUSwtEfzN5QfE7Z,1958
Johnny Cash,75.0,Johnny Cash,spotify:artist:6kACVPfCOnqzgfEF5ryl0x,"['arkansas country', 'outlaw country']",http://www.billboard.com/charts/hot-100/1958-10-04,1958-10-04,88,All Over Again,All Over AgainJohnny Cash,1,,88,1,False,54.0,Get Rhythm,132970.0,spotify:track:2aq1oBnP7Q176mZw5P6eUk,1958
Johnny Tillotson,47.0,Johnny Tillotson,spotify:artist:36msvw9B10rxW90NSQ2794,"['adult standards', 'bubblegum pop', 'doo-wop', 'merseybeat', 'nashville sound', 'rock-and-roll', 'rockabilly']",http://www.billboard.com/charts/hot-100/1958-10-04,1958-10-04,87,Well I'm Your Man,Well I'm Your ManJohnny Tillotson,1,,87,1,False,39.0,Send Me The Pillow You Dream On,173960.0,spotify:track:0fabZNPJqBJBfwzDxuKQTi,1958
Jerry Vale,46.0,Jerry Vale,spotify:artist:5MaJrqhwysKwbvDePyAS6l,"['adult standards', 'easy listening', 'lounge']",http://www.billboard.com/charts/hot-100/1958-10-11,1958-10-11,89,Go Chase A Moonbeam,Go Chase A MoonbeamJerry Vale,1,,89,1,False,22.0,Have You Looked into Your Heart,141320.0,spotify:track:0XciURyiZCzHBHJGUxvMbX,1958
Tab Hunter,29.0,Tab Hunter,spotify:artist:0pVnnK639XgJiMuv10JLRe,['deep adult standards'],http://www.billboard.com/charts/hot-100/1958-10-18,1958-10-18,98,Jealous Heart,Jealous HeartTab Hunter,1,,98,1,False,1.0,Jealous Heart,139049.0,spotify:track:05R5LQzLRmPUC6igBaRm78,1958
The Royaltones,6.0,The Royaltones,spotify:artist:4TohiTBQiEArgeIjOqxiM9,['instrumental surf'],http://www.billboard.com/charts/hot-100/1958-10-18,1958-10-18,51,Poor Boy,Poor BoyThe Royaltones,1,,51,1,False,5.0,Poor Boy,134066.0,spotify:track:1WVRUZn53ozgLLJF2CKp3y,1958
Jimmy Clanton,45.0,Jimmy Clanton,spotify:artist:2XZXvrqedRMiKv6UWjAT4B,"['adult standards', 'doo-wop', 'rhythm and blues', 'rock-and-roll', 'rockabilly', 'swamp pop']",http://www.billboard.com/charts/hot-100/1958-10-18,1958-10-18,76,A Letter To An Angel,A Letter To An AngelJimmy Clanton,1,,76,1,False,2.0,Come Back,172000.0,spotify:track:7tUjU3BkY9JcApczsi93P4,1958
Jodie Sands,8.0,Jodie Sands,spotify:artist:2CwhAAsaeSXrHlA8naUeyV,['deep adult standards'],http://www.billboard.com/charts/hot-100/1958-10-25,1958-10-25,95,Someday (You'll Want Me To Want You),Someday (You'll Want Me To Want You)Jodie Sands,1,,95,1,False,1.0,Someday (You'll Want Me to Want You),153103.0,spotify:track:1YacKXnNrucFDEEQmZp8BI,1958
Frank Sinatra,82.0,Frank Sinatra,spotify:artist:1Mxqyy3pSjf8kZZL4QVxS0,"['adult standards', 'easy listening', 'lounge']",http://www.billboard.com/charts/hot-100/1958-10-25,1958-10-25,89,Mr. Success,Mr. SuccessFrank Sinatra,1,,89,1,False,39.0,"Bad, Bad Leroy Brown",169933.0,spotify:track:7jI7n0B2SvrzTcsJVuceCw,1958
Elvis Presley,82.0,Elvis Presley,spotify:artist:43ZHCT0cAZBISjO8DG9PnE,"['rock-and-roll', 'rockabilly']",http://www.billboard.com/charts/hot-100/1958-11-01,1958-11-01,65,I Got Stung,I Got StungElvis Presley,1,,65,1,False,23.0,My Wish Came True,154640.0,spotify:track:543SzJd0OFYwTU6AucokHq,1958
Nappy Brown,28.0,Nappy Brown,spotify:artist:7oR6vQt8KT2ZWUpC65jTha,"['jump blues', 'rhythm and blues']",http://www.billboard.com/charts/hot-100/1958-11-08,1958-11-08,95,It Don't Hurt No More,It Don't Hurt No MoreNappy Brown,1,,95,1,False,17.0,It Don't Hurt No More,145640.0,spotify:track:756lHtnwuYvwRh5aCB6mz9,1958
Johnny Otis,35.0,Johnny Otis,spotify:artist:5PGt6fQNjLKhYYeGLWKWcM,"['jazz blues', 'jump blues', 'rhythm and blues', 'rock-and-roll', 'rockabilly']",http://www.billboard.com/charts/hot-100/1958-11-08,1958-11-08,93,Crazy Country Hop,Crazy Country HopJohnny Otis,1,,93,1,False,8.0,Crazy Country Hop,162626.0,spotify:track:3ckKoeMeBQNuV5HjVZplD0,1958
Johnny Nash,58.0,Johnny Nash,spotify:artist:0nAVvgfE9yI4DwvMiYwk8a,['bubblegum pop'],http://www.billboard.com/charts/hot-100/1958-11-08,1958-11-08,99,Almost In Your Arms,Almost In Your ArmsJohnny Nash,1,,99,1,False,44.0,Stir It Up,182466.0,spotify:track:4UvXfxg1ommzERwd6JVIHv,1958
The Fontane Sisters,66.0,The Fontane Sisters,spotify:artist:1Ml4OuStDoympbREURAM15,"['deep adult standards', 'vocal harmony group']",http://www.billboard.com/charts/hot-100/1958-11-08,1958-11-08,94,Jealous Heart,Jealous HeartThe Fontane Sisters,1,,94,1,False,2.0,Jealous Heart,129493.0,spotify:track:2KrjG7NeXtz9QNIh04wZWa,1958
Roy Hamilton,28.0,Roy Hamilton Orchestra,spotify:artist:4heylW1FAGdqPRjuPVqwgN,[],http://www.billboard.com/charts/hot-100/1958-11-15,1958-11-15,71,Pledging My Love,Pledging My LoveRoy Hamilton,1,,71,1,False,5.0,I Need Your Lovin',142666.0,spotify:track:2wrbbG085HPCEarOEzsoOR,1958
The Crests,39.0,The Crests,spotify:artist:64vw6q9ZBTop3Tf2ol1x4U,"['doo-wop', 'rhythm and blues', 'rock-and-roll']",http://www.billboard.com/charts/hot-100/1958-11-22,1958-11-22,91,16 Candles,16 CandlesThe Crests,1,,91,1,False,16.0,16 Candles,172266.0,spotify:track:7u4cRwR5sdV874GRRLWXp7,1958
Billy Grammer,25.0,Billy Grammer,spotify:artist:33OmSxFFBOPQL3AcoAFAmA,['deep adult standards'],http://www.billboard.com/charts/hot-100/1958-11-22,1958-11-22,86,Gotta Travel On,Gotta Travel OnBilly Grammer,1,,86,1,False,4.0,Bonaparte's Retreat,126413.0,spotify:track:1tVdfp2kNy5z7Asut0g1uP,1958
Bernie Lowe Orchestra,0.0,Bernie Lowe Orchestra,spotify:artist:3BfAt0cAz0CipSmDN91loQ,[],http://www.billboard.com/charts/hot-100/1958-11-22,1958-11-22,81,Intermission Riff,Intermission RiffBernie Lowe Orchestra,1,,81,1,False,1.0,Sing Sing Sing,145226.0,spotify:track:0T4b706qiJ87eBtHcgq9oH,1958
Dee Clark,29.0,Dee Clark,spotify:artist:6PyZY3e7wgYgRdegqvqhSo,"['chicago soul', 'doo-wop', 'rhythm and blues', 'rock-and-roll']",http://www.billboard.com/charts/hot-100/1958-11-29,1958-11-29,70,Nobody But You,Nobody But YouDee Clark,1,,70,1,False,20.0,Just Keep it Up,132023.0,spotify:track:3DynDY8QTZHVO7Vqb6UYIS,1958
Tony Dallara,44.0,Tony Dallara,spotify:artist:4kLoGBk9rZUs8lJmda0IHe,"['classic italian pop', 'italian lounge']",http://www.billboard.com/charts/hot-100/1958-12-06,1958-12-06,80,Come Prima,Come PrimaTony Dallara,1,,80,1,False,39.0,Come Prima,123653.0,spotify:track:22Avx4fZ3BKRSS9EnPD1F2,1958
Lloyd Price,45.0,Lloyd Price,spotify:artist:3iOE5ItEv5xr9fmKi7GNh2,"['adult standards', 'doo-wop', 'louisiana blues', 'memphis blues', 'new orleans blues', 'rhythm and blues', 'rock-and-roll', 'rockabilly', 'soul']",http://www.billboard.com/charts/hot-100/1958-12-06,1958-12-06,94,Stagger Lee,Stagger LeeLloyd Price,1,,94,1,False,0.0,Misty,163866.0,spotify:track:43a1zjpvdMi68rfCelQPIK,1958
Neil Sedaka,58.0,Neil Sedaka,spotify:artist:5N6GwJzOcOY5kv8p0NjhYL,"['adult standards', 'brill building pop', 'bubblegum pop', 'lounge', 'mellow gold', 'rockabilly', 'soft rock']",http://www.billboard.com/charts/hot-100/1958-12-06,1958-12-06,83,The Diary,The DiaryNeil Sedaka,1,,83,1,False,3.0,The Answer to My Prayer,141986.0,spotify:track:41Rhzx1MbEf0EIBgoG2IjY,1958
The Cadillacs,35.0,The Cadillacs,spotify:artist:5ye4TzZU2L7cxiQgCZoJUH,"['doo-wop', 'rhythm and blues']",http://www.billboard.com/charts/hot-100/1958-12-06,1958-12-06,61,Peek-A-Boo,Peek-A-BooThe Cadillacs,1,,61,1,False,15.0,Peek a Boo,130213.0,spotify:track:4YTRJpKvS8DLClLcxUx0wI,1958
Augie Rios,36.0,Augie Rios,spotify:artist:1JCtFumetjuzJEnOTBanRC,['novelty'],http://www.billboard.com/charts/hot-100/1958-12-13,1958-12-13,66,¿Dònde Està Santa Claus? (Where Is Santa Claus?),¿Dònde Està Santa Claus? (Where Is Santa Claus?)Augie Rios,1,,66,1,False,5.0,Donde Esta Santa Claus? ( Where is Santa Claus ) - Original Mix,141733.0,spotify:track:5m5kmDknRhrMxroCedSObl,1958
The 5 Chanels,0.0,The 5 Chanels,spotify:artist:2XHwiSqppIEZwWgczxOjGk,[],http://www.billboard.com/charts/hot-100/1958-12-20,1958-12-20,98,The Reason,The ReasonThe 5 Chanels,1,,98,1,False,1.0,The Reason,171309.0,spotify:track:2CQQsJL0KrzNF5yKqIdfrL,1958
The Harry Simeone Chorale,2.0,The Harry Simeone Chorale,spotify:artist:2WrSzYfFhsZYqoxDas5fk1,[],http://www.billboard.com/charts/hot-100/1958-12-20,1958-12-20,88,The Little Drummer Boy,The Little Drummer BoyThe Harry Simeone Chorale,1,,88,1,False,12.0,The Little Drummer Boy - 1965 Version,201635.0,spotify:track:68Cnt7SYqMR8SPpRmAIGWO,1958
Billy & Lillie,2.0,Billy & Lillie,spotify:artist:3jymBzFmCYB3skQvaofMP1,[],http://www.billboard.com/charts/hot-100/1958-12-20,1958-12-20,77,Lucky Ladybug,Lucky LadybugBilly & Lillie,1,,77,1,False,9.0,Lucky Ladybug,156040.0,spotify:track:1ZgWdIkW5lQU9t2vS5i9EM,1958
Bill Parsons,4.0,Bill Parsons,spotify:artist:4yALO4VjeIzGg9c73sLWGL,[],http://www.billboard.com/charts/hot-100/1958-12-20,1958-12-20,56,The All American Boy,The All American BoyBill Parsons,1,,56,1,False,14.0,The All American Boy,182266.0,spotify:track:2JXQ9QIe9TaaHpCt0mORyO,1958
Bing Crosby,79.0,Bing Crosby,spotify:artist:6ZjFtWeHP9XN7FeKSUe80S,"['adult standards', 'easy listening']",http://www.billboard.com/charts/hot-100/1958-12-20,1958-12-20,86,White Christmas,White ChristmasBing Crosby,1,,86,1,False,56.0,Silent Night,156893.0,spotify:track:2JwJqDEqC5IPl5bN3klNHD,1958
Jesse Belvin,21.0,Jesse Belvin,spotify:artist:4u0qFtN4NZ1NjcvAw3HAGU,"['doo-wop', 'rhythm and blues']",http://www.billboard.com/charts/hot-100/1958-12-27,1958-12-27,93,Funny,FunnyJesse Belvin,1,,93,1,False,18.0,Guess Who - Digitally Mastered 1988,172866.0,spotify:track:0WMdvkAqOhkCMoBEPf7rUt,1958
Buddy Knox,33.0,Buddy Knox,spotify:artist:0b5Tz3szM4KK8esFKV2Zsb,"['doo-wop', 'rhythm and blues', 'rock-and-roll', 'rockabilly']",http://www.billboard.com/charts/hot-100/1959-01-03,1959-01-03,95,That's Why I Cry,That's Why I CryBuddy Knox,1,,95,1,False,14.0,Ling-Ting-Tong,128052.0,spotify:track:2a16Fh1WWPfEFkNlqKEkuZ,1959
Della Reese,39.0,Della Reese,spotify:artist:63qOOnxbI8rVgpakjpnFBp,"['adult standards', 'lounge', 'vocal jazz']",http://www.billboard.com/charts/hot-100/1959-01-03,1959-01-03,99,Sermonette,SermonetteDella Reese,1,,99,1,False,4.0,Someday (You'll Want Me To Want You),314466.0,spotify:track:2K9dRneu5EzYZ2Fcv7SEM1,1959
Jesse Lee Turner,3.0,Jesse Lee Turner,spotify:artist:2CS2gr8hLiW2xGbRaxiYZv,[],http://www.billboard.com/charts/hot-100/1959-01-03,1959-01-03,86,The Little Space Girl,The Little Space GirlJesse Lee Turner,1,,86,1,False,1.0,I'm the Little Space Girl's Father,152052.0,spotify:track:0keesYVrV1Ud2EFftPQ3zb,1959
Fabian,52.0,Fabian Mazur,spotify:artist:5BBBDm18Y0TCRXZggaOnZG,"['bass trap', 'danish electronic', 'electronic trap', 'traprun']",http://www.billboard.com/charts/hot-100/1959-01-10,1959-01-10,79,I'm A Man,I'm A ManFabian,1,,79,1,False,14.0,Hound Dog Man,119746.0,spotify:track:24fo7tdfOXJ6mlRl8PMup8,1959
Brook Benton,49.0,Brook Benton,spotify:artist:2ttm3uT0N1RN7vwKv1pQgh,"['rhythm and blues', 'soul', 'southern soul']",http://www.billboard.com/charts/hot-100/1959-01-24,1959-01-24,92,It's Just A Matter Of Time,It's Just A Matter Of TimeBrook Benton,1,,92,1,False,7.0,Shadrack,143373.0,spotify:track:7ANUzvXHcHLGvGNvdQdmCV,1959
Linda Laurie,2.0,Linda Laurie,spotify:artist:0rHWgE7warZlNN1P8GRxhU,['vintage swoon'],http://www.billboard.com/charts/hot-100/1959-01-24,1959-01-24,64,Ambrose (Part Five),Ambrose (Part Five)Linda Laurie,1,,64,1,False,1.0,Ambrose - Part Five,156933.0,spotify:track:5KaSSoojvyeVyIAFWa6Kus,1959
Billy Graves,0.0,Billy Graves,spotify:artist:4fJGz8hNr7Cx8k0n2YvptH,[],http://www.billboard.com/charts/hot-100/1959-01-24,1959-01-24,72,The Shag (Is Totally Cool),The Shag (Is Totally Cool)Billy Graves,1,,72,1,False,0.0,The Shag (Is Totally Cool),132440.0,spotify:track:6vZtbmJNUn8wsqS82suinH,1959
The Bell Notes,7.0,The Bell Notes,spotify:artist:5aeWPt5NxjEZXy5DIXRyxm,[],http://www.billboard.com/charts/hot-100/1959-01-24,1959-01-24,88,I've Had It,I've Had ItThe Bell Notes,1,,88,1,False,0.0,Old Spanish Town,140333.0,spotify:track:1GNMCMwvE7NygRTZJAPMVb,1959
Frankie Ford,30.0,Frankie Ford,spotify:artist:7nkIxnGUsFXm89JX9ijD4p,"['doo-wop', 'rhythm and blues', 'rock-and-roll', 'rockabilly']",http://www.billboard.com/charts/hot-100/1959-02-07,1959-02-07,89,Sea Cruise,Sea CruiseFrankie Ford,1,,89,1,False,44.0,Sea Cruise,167093.0,spotify:track:5rtYGnyKCHaD977h5vhC3L,1959
Nicola Paone,3.0,Nicola Paone,spotify:artist:1zmqDtYxHNyMWp9i5gtKpB,[],http://www.billboard.com/charts/hot-100/1959-02-07,1959-02-07,96,"Blah, Blah, Blah","Blah, Blah, BlahNicola Paone",1,,96,1,False,0.0,"Blah, Blah, Blah",159346.0,spotify:track:0DjvEtL6of7GNZlGvvcx1V,1959
Dodie Stevens,29.0,Dodie Stevens,spotify:artist:3lZh8hoNw1a0RV9hJbMZTs,['deep adult standards'],http://www.billboard.com/charts/hot-100/1959-02-14,1959-02-14,96,Pink Shoe Laces,Pink Shoe LacesDodie Stevens,1,,96,1,False,2.0,The Five Pennies,158866.0,spotify:track:2AyrZUT65ufBCR47gAUi9f,1959
The Chordettes,52.0,The Chordettes,spotify:artist:62GnBjssWSXBlKvQohT2Bk,"['adult standards', 'classic girl group', 'doo-wop', 'vocal harmony group']",http://www.billboard.com/charts/hot-100/1959-02-28,1959-02-28,70,"No Other Arms, No Other Lips","No Other Arms, No Other LipsThe Chordettes",1,,70,1,False,16.0,Faraway Star,140293.0,spotify:track:0dR8YiccZ9wnpHgMLAXWW2,1959
The Fleetwoods,47.0,The Fleetwoods,spotify:artist:673J686eeEXMYJorgQ70lX,"['adult standards', 'doo-wop', 'rock-and-roll', 'vocal harmony group']",http://www.billboard.com/charts/hot-100/1959-03-07,1959-03-07,55,Come Softly To Me,Come Softly To MeThe Fleetwoods,1,,55,1,False,17.0,The Last One To Know,188960.0,spotify:track:4MszoBMW2yFxHFEHmjXmiT,1959
Rod Bernard,20.0,Bernard Rodriguez,spotify:artist:57GaAAz44XnT5OLU3ISHQP,[],http://www.billboard.com/charts/hot-100/1959-03-07,1959-03-07,86,This Should Go On Forever,This Should Go On ForeverRod Bernard,1,,86,1,False,1.0,Just One More Chance,167826.0,spotify:track:6voBht3aVPwQWiwSP2fEAe,1959
Jimmy Barnes,57.0,Jimmy Barnes,spotify:artist:1k5aZWIOUbUfKcnMxtEivJ,"['australian pop', 'australian rock']",http://www.billboard.com/charts/hot-100/1959-03-07,1959-03-07,91,No Regrets,No RegretsJimmy Barnes,1,,91,1,False,38.0,Working Class Man - David Nicholas Mix,250400.0,spotify:track:6yFftsAO3CSxyeDkqSA4bV,1959
Marv Johnson,25.0,Marv Johnson,spotify:artist:40PAEtNxO98lBeQHCza9vA,"['motown', 'rhythm and blues']",http://www.billboard.com/charts/hot-100/1959-03-14,1959-03-14,98,Come To Me,Come To MeMarv Johnson,1,,98,1,False,20.0,I Love The Way You Love,159893.0,spotify:track:5fKtOWJBrfgp0XNxbGs2rt,1959
